Day of the Week,Month,Open,High,Low,Close,Adj Close,Volume
4,10,43,46.5,42.91,45.919998,44.731216,8304900
5,10,46.290001,46.400002,44.735001,45.119999,43.951927,5888400
1,10,45.91,46.07,44.994999,45.259998,44.088303,6195300
2,10,46.279999,46.939999,45.375,46.380001,45.17931,8009100
3,10,46.240002,46.599998,45.09,45.130001,43.96167,8371500
4,10,45.389999,47.630001,44.900002,44.93,43.766846,9259900
5,10,45.02,46.919998,44.950001,46.869999,45.656624,7483600
1,10,46.889999,47.310001,46.330002,47.040001,45.822224,5645700
2,10,46.709999,47.939999,46.535,47.849998,46.611256,5202500
3,10,48,48.549999,47.889999,47.990002,46.747631,6020700
4,10,48.119999,48.485001,47.470001,47.619999,46.387207,4524400
5,10,47.200001,47.77,46.810001,47.48,46.250832,6943200
1,10,47.48,47.821999,46.625,46.740002,45.529991,6434000
2,11,47.419998,47.57,46.75,46.93,45.715073,4892300
3,11,46.860001,48.619999,46.775002,46.93,45.715073,7310300
4,11,46.27,46.970001,45.970001,46.490002,45.286465,5122300
5,11,48.27,49.880001,48.130001,49.029999,47.760704,10593100
1,11,48.990002,49.529999,48.310001,49.5,48.21854,5849000
2,11,49.889999,50.349998,49.450001,49.650002,48.364658,4739700
3,11,49.349998,49.389999,47.57,47.68,46.445656,5089900
4,11,49.450001,50.02,49.119999,49.959999,48.66663,6592000
5,11,51,53.439999,50.900002,53.139999,51.764309,9009800
1,11,52.470001,52.895,51.860001,51.950001,50.605114,5484400
2,11,52.41,52.700001,51.139999,51.599998,50.264172,4445700
3,11,51.150002,51.220001,50.215,50.509998,49.202389,4294900
4,11,49.650002,50.150002,49.189999,50.130001,48.83223,3620400
5,11,50.490002,50.52,49.360001,50.07,48.773785,3751300
1,11,49.439999,50.669998,48.580002,50.169998,48.871193,5719800
2,11,50.990002,51.779999,50.869999,51.57,50.234951,4495500
3,11,51.290001,51.740002,51.139999,51.549999,50.215469,3354800
5,11,51.5,51.82,51.419998,51.560001,50.225212,1648100
1,11,50.849998,51.154999,49.939999,50.200001,48.900417,5657800
2,11,50.25,50.825001,49.880001,50.650002,50.036488,4905000
3,11,50.52,50.970001,49.377998,50.970001,50.352612,7194200
4,12,51.25,51.509998,50.799999,51.07,50.451401,4757300
5,12,50.470001,51.700001,50.43,51.549999,50.925583,4858300
1,12,51.459999,51.939999,50.990002,51.25,50.629219,5109900
2,12,51.450001,51.865002,50.57,51.049999,50.431641,4373400
3,12,50.82,51.339001,50.255001,50.700001,50.08588,4248500
4,12,51.18,51.43,50.310001,50.560001,49.947578,3815800
5,12,50.509998,51.400002,50.119999,50.200001,49.591938,3807000
1,12,50.32,51.130001,49.84,51.110001,50.490917,5208100
2,12,52.5,52.830002,51.294998,51.560001,50.935467,4884100
3,12,51.5,52.048,50.970001,51.360001,50.737888,4064300
4,12,50.459999,50.562,49.360001,49.529999,48.930054,6189600
5,12,49.220001,49.970001,48.880001,49.799999,49.196781,8969100
1,12,49.810001,50.314999,48.759998,49.330002,48.732479,4674700
2,12,49.349998,50.005001,49.349998,49.66,49.058479,4003400
3,12,50.16,50.93,50.07,50.669998,50.056244,3840500
4,12,50.16,50.25,49.145,50.169998,49.562298,3340600
5,12,50.200001,50.910999,49.950001,50.860001,50.243942,2634200
2,12,50.91,51.220001,50.75,51.189999,50.569946,3094500
3,12,51.169998,51.349998,49.904999,49.990002,49.384483,3340300
4,12,50.07,50.801998,50,50.650002,50.036488,2743400
5,12,50.259998,50.530998,49.98,50.389999,49.779636,2696200
2,1,50.599998,51.150002,50.310001,51.040001,50.421764,3962500
3,1,51.66,52.505001,51.400002,52.330002,51.69614,4527800
4,1,52.02,52.98,51.52,52.91,52.269112,4803000
5,1,53.639999,55.235001,53.32,55.02,54.353554,6098000
1,1,55.040001,56.189999,54.82,55.279999,54.610405,6510900
2,1,55.41,56.580002,55.299999,56.470001,55.785992,6611700
3,1,57.310001,57.889999,57.02,57.580002,56.882545,8926300
4,1,57.959999,58.798,57.5,58.52,57.811161,7305900
5,1,58,58.775002,57.790001,58.68,57.969223,4040000
2,1,58.310001,58.48,57.259998,57.400002,56.704727,5948400
3,1,58.02,58.349998,56.77,56.84,56.151508,5641500
4,1,56.57,56.990002,55.849998,56.599998,55.914413,4997500
5,1,56.73,57.555,56.32,57.439999,56.74424,6709400
1,1,57.43,58.400002,57.215,58.040001,57.336975,5213700
2,1,57.709999,58.459999,57.169998,58.200001,57.495037,5262500
3,1,57.360001,57.974998,56.849998,57.889999,57.188789,5491500
4,1,56.66,58.57,55.830002,58.119999,57.416004,8002500
5,1,58.040001,59.330002,57.810001,58.970001,58.255711,6773000
1,1,58.630001,59.235001,57.799999,57.950001,57.248066,4824700
2,1,58.07,59.450001,57.82,59.349998,58.631104,5739100
3,2,59.279999,60.715,58.799999,60.220001,59.49057,5645100
4,2,60.07,60.419998,59.535999,59.950001,59.223839,4726200
5,2,59.599998,60.243,59.41,60,59.273232,3960900
1,2,60,60.299999,59.299999,60.09,59.362141,4658600
2,2,60.07,60.875,59.68,60.509998,59.777054,4777500
3,2,60.200001,60.509998,59.560001,59.810001,59.085533,3410400
