Day of the Week,Month,Open,High,Low,Close,Adj Close,Volume
5,7,495,495,495,495,495,0
2,7,495,510,495,495,495,10000
3,7,495,510,495,495,495,40000
4,7,495,495,495,495,495,0
5,7,495,495,480,480,480,10000
1,7,480,480,480,480,480,0
2,7,480,490,475,475,475,10000
3,7,475,475,475,475,475,0
4,7,475,490,475,475,475,10000
5,7,475,490,475,475,475,10000
1,7,480,490,480,480,480,10000
2,7,480,480,480,480,480,0
3,7,480,500,480,480,480,30000
4,7,480,480,480,480,480,0
5,7,480,480,480,480,480,0
1,7,480,500,480,480,480,10000
2,7,480,480,480,480,480,0
3,7,480,490,475,475,475,10000
4,7,475,490,475,475,475,20000
5,7,475,490,475,475,475,10000
1,8,475,495,475,475,475,10000
2,8,475,490,475,475,475,10000
3,8,475,475,475,475,475,0
4,8,475,475,475,475,475,0
5,8,475,475,475,475,475,0
1,8,475,475,475,475,475,0
2,8,475,485,465,465,465,10000
3,8,465,470,450,450,450,10000
4,8,450,450,450,450,450,0
5,8,445,445,430,430,430,20000
1,8,430,430,430,430,430,0
2,8,445,460,445,445,445,40000
3,8,450,465,450,450,450,40000
4,8,450,450,450,450,450,0
5,8,455,470,455,455,455,20000
1,8,460,475,460,460,460,20000
2,8,465,480,465,465,465,30000
3,8,480,500,480,480,480,10000
4,8,485,505,485,485,485,30000
5,8,490,505,490,490,490,20000
1,8,490,500,485,485,485,10000
2,8,485,500,485,485,485,10000
3,9,485,500,485,485,485,10000
4,9,485,485,485,485,485,0
5,9,495,515,495,495,495,40000
2,9,500,515,500,500,500,20000
3,9,515,535,515,515,515,60000
4,9,520,540,520,520,520,20000
5,9,520,520,520,520,520,0
1,9,520,520,520,520,520,0
2,9,520,520,520,520,520,0
3,9,525,535,525,525,525,30000
4,9,530,545,530,530,530,10000
5,9,530,530,530,530,530,0
1,9,535,550,535,535,535,30000
2,9,540,555,540,540,540,20000
3,9,540,555,540,540,540,20000
4,9,550,560,550,550,550,50000
5,9,550,550,550,550,550,0
1,9,550,550,550,550,550,0
2,9,550,550,550,550,550,0
3,9,550,565,550,550,550,10000
4,9,550,565,550,550,550,10000
5,10,550,560,540,540,540,10000
1,10,545,560,545,545,545,10000
2,10,545,545,545,545,545,0
3,10,550,560,550,550,550,10000
4,10,565,580,565,565,565,60000
5,10,590,600,590,590,590,60000
1,10,600,615,600,600,600,30000
2,10,600,605,595,595,595,60000
3,10,605,620,605,605,605,20000
4,10,605,620,600,600,600,30000
5,10,600,620,600,600,600,30000
1,10,600,615,600,600,600,150000
2,10,600,615,600,600,600,80000
3,10,600,610,600,600,600,370000
4,10,615,630,615,615,615,50000
5,10,620,635,620,620,620,20000
1,10,620,630,615,615,615,10000
2,10,615,625,610,610,610,40000
3,10,610,610,610,610,610,0
4,10,610,610,610,610,610,0
5,10,610,610,610,610,610,0
1,11,610,610,610,610,610,0
2,11,625,645,625,625,625,10000
3,11,640,655,640,640,640,30000
4,11,660,675,660,660,660,20000
5,11,665,680,665,665,665,10000
1,11,665,680,665,665,665,1000
2,11,680,695,680,680,680,30000
3,11,685,695,685,685,685,50000
4,11,685,690,675,675,675,30000
5,11,690,705,690,690,690,30000
1,11,690,700,685,685,685,9000
2,11,690,710,690,690,690,20000
3,11,690,710,690,690,690,20000
4,11,690,710,690,690,690,10000
5,11,690,705,690,690,690,3000
1,11,690,705,690,690,690,9000
2,11,690,690,690,690,690,0
3,11,690,700,690,690,690,30000
5,11,690,705,690,690,690,2000
1,11,690,705,690,690,690,20000
2,11,690,705,690,690,690,40000
